城市,年龄,是否第一次访问,电商平台,搜索产品数,是否购买
上海,26,1,TaoBao,12,1
深圳,22,0,TaoBao,4,0
上海,26,1,TaoBao,3,0
广州,18,1,TaoBao,16,1
北京,28,1,JingDong,18,1
上海,31,0,TaoBao,7,0
广州,26,1,TaoBao,11,1
广州,32,0,TaoBao,12,1
上海,20,0,TaoBao,12,1
上海,30,1,SuNing,22,1
深圳,22,1,TaoBao,13,1
广州,24,1,TaoBao,9,1
上海,31,0,TaoBao,9,0
广州,20,1,TaoBao,18,1
深圳,27,0,SuNing,3,0
北京,33,1,SuNing,10,1
上海,23,1,SuNing,3,0
深圳,23,1,TaoBao,13,1
上海,20,1,SuNing,18,1
深圳,34,0,JingDong,1,0
广州,40,0,JingDong,14,1
深圳,51,1,SuNing,3,0
上海,33,0,JingDong,5,0
上海,23,1,SuNing,6,1
上海,31,1,TaoBao,18,1
北京,25,1,TaoBao,16,1
深圳,21,0,TaoBao,2,0
上海,24,0,JingDong,1,0
上海,22,0,TaoBao,16,1
上海,40,0,JingDong,8,1
广州,20,0,JingDong,10,0
深圳,23,0,TaoBao,3,0
上海,19,1,TaoBao,19,1
上海,32,0,TaoBao,5,0
上海,25,0,SuNing,3,0
上海,25,1,TaoBao,15,1
上海,31,0,JingDong,1,0
上海,36,1,JingDong,8,0
广州,26,1,TaoBao,15,1
上海,31,1,SuNing,7,1
上海,39,0,TaoBao,3,0
上海,28,1,TaoBao,19,1
上海,19,1,SuNing,3,0
上海,28,1,TaoBao,7,0
上海,27,1,SuNing,5,0
北京,17,0,JingDong,17,1
上海,24,0,TaoBao,6,0
广州,23,0,TaoBao,6,0
上海,26,0,SuNing,4,0
上海,25,1,TaoBao,12,1
上海,17,0,JingDong,6,0
上海,41,1,TaoBao,3,0
上海,38,1,SuNing,3,0
上海,32,1,SuNing,17,1
上海,28,1,JingDong,2,0
深圳,34,1,TaoBao,7,0
广州,46,0,SuNing,10,1
上海,20,1,TaoBao,10,1
上海,32,0,JingDong,13,1
广州,35,1,TaoBao,14,1
深圳,30,0,SuNing,2,0
上海,40,1,TaoBao,12,1
上海,28,0,JingDong,7,1
深圳,30,1,TaoBao,2,0
广州,27,0,TaoBao,11,1
上海,36,1,SuNing,14,1
深圳,41,0,JingDong,3,0
广州,20,1,JingDong,12,1
上海,20,1,JingDong,10,1
北京,28,1,SuNing,18,1
深圳,36,1,TaoBao,11,0
北京,23,1,SuNing,12,1
广州,43,0,TaoBao,13,1
广州,21,0,JingDong,4,0
广州,29,0,TaoBao,8,1
上海,51,0,TaoBao,21,1
上海,40,0,TaoBao,20,1
上海,20,1,TaoBao,13,1
上海,30,1,TaoBao,16,1
广州,33,0,TaoBao,5,0
上海,31,0,SuNing,18,1
上海,31,1,TaoBao,22,1
上海,17,1,TaoBao,13,1
上海,20,0,TaoBao,8,0
上海,36,1,JingDong,14,1
上海,26,0,TaoBao,5,0
上海,20,1,JingDong,12,1
上海,18,0,TaoBao,8,1
上海,47,1,JingDong,17,1
广州,40,1,SuNing,15,1
上海,17,1,TaoBao,5,0
上海,34,0,TaoBao,14,1
广州,18,0,TaoBao,12,1
上海,27,1,TaoBao,4,0
广州,19,0,TaoBao,6,0
上海,33,1,JingDong,21,1
上海,26,0,TaoBao,5,0
广州,23,1,TaoBao,14,1
广州,26,1,TaoBao,23,1
上海,34,1,TaoBao,7,0
深圳,30,1,TaoBao,2,0
上海,28,0,JingDong,7,0
深圳,35,1,JingDong,2,0
上海,20,1,JingDong,9,1
广州,35,1,TaoBao,16,1
上海,43,0,JingDong,5,0
上海,27,1,TaoBao,2,0
上海,26,0,JingDong,2,0
上海,35,1,TaoBao,13,1
上海,30,1,JingDong,15,1
广州,32,0,TaoBao,1,0
上海,21,0,JingDong,4,0
上海,31,0,TaoBao,18,1
上海,28,0,SuNing,8,0
上海,41,1,JingDong,8,0
上海,20,0,TaoBao,12,1
上海,19,0,TaoBao,14,1
广州,18,0,TaoBao,23,1
上海,17,1,SuNing,18,1
上海,40,1,TaoBao,16,1
广州,26,1,SuNing,19,1
北京,24,0,SuNing,4,0
上海,32,0,TaoBao,7,0
上海,20,0,SuNing,10,1
广州,30,1,TaoBao,16,1
深圳,25,1,TaoBao,6,0
上海,34,0,TaoBao,1,0
上海,44,0,TaoBao,2,0
上海,18,1,TaoBao,17,1
上海,23,1,JingDong,9,1
深圳,52,1,SuNing,7,0
上海,29,0,TaoBao,14,1
上海,35,1,SuNing,16,1
上海,18,0,SuNing,8,0
上海,19,1,TaoBao,8,1
上海,19,1,TaoBao,10,1
北京,45,1,TaoBao,3,0
上海,26,0,TaoBao,21,1
上海,31,0,TaoBao,1,0
深圳,27,1,JingDong,1,0
上海,23,1,JingDong,18,1
广州,27,1,TaoBao,10,1
上海,35,1,JingDong,9,1
广州,24,0,SuNing,4,0
深圳,28,1,TaoBao,5,0
上海,29,1,TaoBao,13,1
上海,23,1,JingDong,12,1
深圳,24,0,TaoBao,6,0
上海,17,1,TaoBao,8,1
上海,17,0,TaoBao,2,0
广州,28,1,JingDong,13,1
上海,17,1,JingDong,19,1
广州,29,1,JingDong,16,1
广州,30,1,TaoBao,6,0
上海,26,0,JingDong,1,0
上海,21,1,JingDong,14,1
深圳,24,1,SuNing,11,1
上海,32,1,TaoBao,20,1
上海,35,1,JingDong,14,1
上海,17,1,JingDong,18,1
上海,24,0,TaoBao,2,0
广州,35,1,TaoBao,24,1
上海,20,1,JingDong,9,1
广州,29,1,TaoBao,18,1
上海,30,1,JingDong,13,1
上海,26,1,TaoBao,1,0
深圳,31,0,JingDong,4,0
广州,26,0,SuNing,20,1
上海,30,1,SuNing,15,1
深圳,21,1,SuNing,1,0
上海,18,1,TaoBao,14,1
上海,34,0,TaoBao,20,1
上海,28,0,SuNing,2,0
上海,27,0,SuNing,11,0
上海,39,1,TaoBao,8,0
深圳,17,0,JingDong,3,0
广州,26,1,SuNing,8,1
上海,34,1,SuNing,18,1
上海,21,1,TaoBao,14,1
上海,42,1,TaoBao,15,1
上海,34,1,JingDong,14,1
上海,20,0,TaoBao,1,0
上海,35,1,SuNing,12,1
上海,17,1,TaoBao,19,1
上海,17,0,TaoBao,22,1
上海,23,1,JingDong,2,0
上海,20,0,SuNing,6,0
深圳,22,1,TaoBao,1,0
北京,33,1,TaoBao,12,1
上海,21,1,SuNing,15,1
上海,42,0,SuNing,3,0
上海,28,1,SuNing,10,1
深圳,37,0,JingDong,6,0
上海,39,1,TaoBao,18,1
广州,25,0,SuNing,5,0
上海,39,1,TaoBao,2,0
广州,30,0,JingDong,7,0
上海,25,0,JingDong,8,1
上海,22,0,JingDong,15,1
广州,20,0,JingDong,10,0
上海,30,1,TaoBao,14,1
上海,23,1,TaoBao,12,1
上海,21,1,TaoBao,18,1
广州,30,0,TaoBao,3,0
上海,39,0,TaoBao,3,0
深圳,28,1,SuNing,4,0
上海,38,1,JingDong,4,1
北京,28,0,JingDong,3,0
北京,31,0,TaoBao,3,0
深圳,19,1,TaoBao,9,0
上海,28,1,TaoBao,6,0
上海,19,0,JingDong,5,0
广州,20,1,JingDong,4,1
北京,46,0,JingDong,4,0
广州,24,1,SuNing,15,1
上海,32,0,TaoBao,14,1
上海,42,1,JingDong,5,0
上海,17,1,JingDong,17,1
上海,18,0,TaoBao,1,0
上海,24,1,JingDong,8,1
深圳,21,1,JingDong,14,1
上海,27,0,TaoBao,7,0
上海,17,0,JingDong,10,0
上海,22,1,SuNing,18,1
广州,37,0,JingDong,19,1
深圳,30,0,TaoBao,8,0
北京,20,0,SuNing,5,0
上海,20,0,TaoBao,8,0
上海,26,1,TaoBao,13,1
北京,31,1,TaoBao,1,0
广州,29,0,JingDong,8,0
上海,25,1,SuNing,20,1
上海,43,0,TaoBao,7,1
深圳,27,1,TaoBao,1,0
上海,22,0,TaoBao,14,1
上海,28,0,SuNing,3,0
上海,25,0,JingDong,8,0
上海,24,0,TaoBao,9,0
上海,20,1,JingDong,8,1
深圳,34,0,JingDong,3,0
上海,30,0,JingDong,11,0
广州,27,1,TaoBao,16,1
上海,33,1,SuNing,4,0
上海,25,1,JingDong,8,1
上海,32,1,SuNing,18,1
广州,36,0,JingDong,3,0
广州,30,1,TaoBao,11,1
上海,25,1,SuNing,19,1
上海,34,0,TaoBao,5,0
上海,20,1,SuNing,17,1
广州,24,1,JingDong,16,1
上海,21,0,TaoBao,12,1
广州,29,0,SuNing,6,0
广州,26,1,TaoBao,13,1
上海,27,1,TaoBao,21,1
广州,17,1,TaoBao,4,0
上海,41,1,JingDong,4,0
上海,23,1,JingDong,14,1
深圳,25,0,TaoBao,3,0
上海,38,0,SuNing,3,0
北京,30,1,TaoBao,5,0
广州,28,1,TaoBao,12,1
上海,36,1,JingDong,17,1
上海,22,0,SuNing,14,1
上海,27,0,TaoBao,5,0
上海,34,1,JingDong,8,1
上海,32,0,SuNing,7,0
上海,25,0,TaoBao,11,1
深圳,35,0,JingDong,2,0
上海,24,0,SuNing,13,1
上海,28,0,TaoBao,4,0
广州,19,0,SuNing,12,1
上海,22,0,SuNing,9,0
广州,28,1,TaoBao,12,1
上海,39,1,TaoBao,2,0
广州,34,0,JingDong,2,0
上海,26,1,TaoBao,16,1
北京,21,0,TaoBao,1,0
上海,30,1,TaoBao,7,1
上海,40,1,SuNing,19,1
深圳,34,0,TaoBao,2,0
广州,48,0,SuNing,13,0
深圳,33,0,SuNing,3,0
上海,22,1,SuNing,11,1
上海,26,0,SuNing,8,1
上海,21,0,TaoBao,4,0
上海,28,1,JingDong,12,1
上海,26,1,TaoBao,22,1
上海,23,0,TaoBao,4,0
上海,27,1,TaoBao,11,1
广州,17,1,SuNing,12,1
广州,26,0,TaoBao,9,0
上海,31,1,JingDong,8,0
上海,42,0,TaoBao,2,0
上海,41,0,JingDong,5,0
上海,21,1,TaoBao,14,1
上海,23,0,SuNing,4,0
上海,22,1,TaoBao,11,1
上海,19,0,JingDong,12,1
上海,19,1,TaoBao,13,1
上海,17,0,TaoBao,12,1
深圳,21,0,JingDong,3,0
上海,18,0,JingDong,10,0
上海,27,1,JingDong,16,1
上海,42,0,TaoBao,1,0
广州,22,1,JingDong,23,1
广州,23,1,SuNing,14,1
北京,19,1,JingDong,13,1
上海,42,0,JingDong,6,0
上海,26,1,JingDong,14,1
上海,37,0,TaoBao,9,0
广州,32,0,TaoBao,12,0
上海,25,0,TaoBao,2,0
北京,25,1,JingDong,2,0
广州,23,1,TaoBao,13,1
深圳,28,1,TaoBao,5,0
北京,18,1,SuNing,9,1
广州,26,1,SuNing,2,0
上海,24,0,SuNing,13,1
深圳,19,0,TaoBao,6,0
上海,45,0,SuNing,6,0
广州,26,1,JingDong,15,1
深圳,34,0,TaoBao,3,0
上海,29,0,TaoBao,4,0
上海,22,1,JingDong,12,1
上海,18,0,TaoBao,10,0
深圳,29,0,JingDong,6,0
广州,23,1,TaoBao,9,1
上海,37,1,TaoBao,5,0
广州,20,0,TaoBao,18,1
上海,36,1,SuNing,18,1
广州,32,1,JingDong,16,1
广州,20,1,JingDong,10,1
上海,39,0,JingDong,15,1
上海,31,1,SuNing,13,1
广州,25,0,SuNing,17,1
上海,42,1,TaoBao,13,1
上海,18,0,SuNing,8,0
深圳,27,0,SuNing,3,0
深圳,17,1,SuNing,5,0
上海,17,0,SuNing,2,0
上海,23,1,TaoBao,13,1
上海,20,1,JingDong,13,1
上海,34,1,TaoBao,19,1
上海,18,1,TaoBao,19,1
上海,38,1,SuNing,16,1
上海,39,1,TaoBao,16,1
广州,49,1,JingDong,10,1
上海,31,1,TaoBao,17,1
广州,17,1,SuNing,9,1
深圳,23,0,JingDong,11,0
上海,23,1,TaoBao,16,1
上海,30,1,JingDong,19,1
广州,22,0,JingDong,15,1
上海,27,1,JingDong,13,1
广州,36,0,TaoBao,19,1
深圳,36,0,TaoBao,5,0
上海,21,0,TaoBao,7,0
上海,20,0,TaoBao,17,1
广州,19,0,JingDong,14,1
上海,35,0,TaoBao,3,0
广州,35,1,JingDong,16,1
上海,36,0,TaoBao,1,0
广州,48,1,SuNing,19,1
广州,31,1,TaoBao,15,1
广州,20,1,SuNing,10,1
上海,20,1,JingDong,15,1
深圳,26,1,TaoBao,7,0
上海,25,1,TaoBao,2,0
上海,39,0,TaoBao,6,0
上海,17,1,JingDong,6,1
北京,41,1,TaoBao,1,0
广州,31,1,TaoBao,12,1
上海,21,0,JingDong,6,0
广州,24,1,JingDong,11,1
上海,43,1,TaoBao,11,1
上海,34,1,SuNing,1,0
上海,35,0,TaoBao,7,0
上海,39,0,JingDong,14,1
上海,33,0,JingDong,1,0
深圳,38,0,SuNing,6,0
上海,25,0,SuNing,3,0
深圳,30,0,JingDong,1,0
广州,29,0,JingDong,4,0
上海,35,0,TaoBao,4,0
上海,41,1,TaoBao,8,0
上海,30,0,SuNing,4,0
北京,21,1,TaoBao,15,1
深圳,28,1,SuNing,7,0
上海,17,0,TaoBao,10,1
广州,22,1,TaoBao,5,0
广州,39,0,JingDong,6,0
广州,41,0,TaoBao,6,0
广州,28,1,TaoBao,17,1
上海,30,1,JingDong,14,1
北京,25,0,JingDong,6,0
上海,18,0,TaoBao,8,0
上海,22,0,JingDong,12,1
上海,26,0,JingDong,9,0
上海,20,1,SuNing,19,1
上海,17,1,JingDong,14,1
上海,17,1,TaoBao,14,1
上海,25,0,SuNing,2,0
上海,37,1,TaoBao,12,1
上海,26,1,TaoBao,11,1
上海,34,0,TaoBao,4,0
上海,40,1,JingDong,19,1
上海,23,0,JingDong,14,1
广州,24,1,TaoBao,14,1
广州,17,1,SuNing,17,1
上海,28,0,TaoBao,2,0
上海,38,0,JingDong,7,0
深圳,21,1,SuNing,5,0
上海,19,1,TaoBao,22,1
广州,20,1,TaoBao,2,0
上海,33,1,JingDong,16,1
深圳,26,0,SuNing,1,0
上海,34,0,JingDong,5,0
上海,25,1,TaoBao,10,1
上海,53,0,TaoBao,3,0
上海,21,1,SuNing,19,1
北京,20,1,SuNing,16,1
上海,47,0,SuNing,5,0
上海,18,1,SuNing,5,0
深圳,33,0,TaoBao,1,0
上海,29,0,TaoBao,18,1
上海,20,1,SuNing,4,0
上海,25,1,JingDong,3,0
上海,36,0,SuNing,11,0
上海,26,1,TaoBao,12,1
上海,42,1,SuNing,5,0
上海,48,1,TaoBao,11,0
上海,33,1,TaoBao,9,1
上海,17,1,SuNing,7,1
上海,30,1,TaoBao,13,1
上海,32,0,TaoBao,14,1
北京,31,1,JingDong,18,1
深圳,19,0,SuNing,6,0
北京,17,1,JingDong,14,1
上海,24,1,TaoBao,10,0
上海,17,0,SuNing,2,0
上海,28,0,TaoBao,9,0
上海,27,0,TaoBao,5,0
上海,42,1,JingDong,21,1
深圳,24,0,JingDong,5,0
广州,29,1,TaoBao,9,1
上海,24,0,SuNing,14,1
深圳,29,0,JingDong,9,0
北京,18,1,TaoBao,10,1
深圳,22,1,TaoBao,6,0
上海,30,0,TaoBao,9,0
上海,21,1,JingDong,21,1
上海,17,1,TaoBao,4,0
广州,31,0,TaoBao,5,0
北京,37,0,JingDong,6,0
北京,21,0,TaoBao,17,1
上海,19,1,TaoBao,17,1
深圳,17,1,TaoBao,4,0
广州,34,1,JingDong,4,0
上海,21,1,TaoBao,16,1
广州,39,0,SuNing,23,1
上海,21,1,TaoBao,14,1
上海,37,0,JingDong,5,0
广州,28,0,TaoBao,7,1
北京,36,0,TaoBao,4,0
上海,31,0,JingDong,19,1
上海,19,0,TaoBao,4,0
上海,26,1,TaoBao,13,1
广州,20,0,TaoBao,17,1
北京,19,0,TaoBao,3,0
广州,27,0,JingDong,13,1
上海,21,1,SuNing,3,0
上海,35,0,JingDong,1,0
上海,36,0,TaoBao,10,0
上海,34,0,TaoBao,15,1
广州,26,1,TaoBao,7,0
上海,39,1,TaoBao,8,1
广州,23,1,SuNing,10,1
上海,21,1,SuNing,14,1
深圳,31,1,JingDong,5,0
广州,44,1,JingDong,7,1
上海,18,1,SuNing,17,1
上海,17,0,SuNing,5,1
上海,26,1,TaoBao,16,1
广州,18,1,SuNing,19,1
上海,34,0,TaoBao,9,0
上海,24,1,JingDong,7,0
上海,39,0,JingDong,3,0
上海,24,1,JingDong,11,1
上海,22,1,SuNing,11,1
深圳,21,0,JingDong,3,0
上海,24,0,TaoBao,15,1
上海,33,0,JingDong,1,0
上海,26,0,SuNing,11,1
广州,34,0,JingDong,5,0
上海,30,1,TaoBao,12,1
上海,38,1,SuNing,2,0
上海,17,1,TaoBao,17,1
深圳,33,0,JingDong,6,0
上海,25,1,TaoBao,8,0
上海,23,1,TaoBao,21,1
上海,23,1,SuNing,17,1
广州,21,0,TaoBao,14,1
北京,23,0,JingDong,16,1
上海,47,1,TaoBao,3,0
广州,30,0,SuNing,5,0
深圳,37,0,TaoBao,1,0
上海,41,0,JingDong,17,1
上海,24,0,TaoBao,21,1
深圳,37,1,JingDong,5,0
上海,24,1,JingDong,10,1
上海,31,1,SuNing,1,0
上海,23,0,SuNing,3,0
上海,21,0,JingDong,9,1
上海,32,0,SuNing,16,1
上海,30,1,SuNing,4,0
深圳,32,1,TaoBao,2,0
上海,50,1,JingDong,4,0
上海,43,0,TaoBao,20,1
上海,22,0,SuNing,1,0
广州,27,1,JingDong,12,1
上海,46,0,TaoBao,3,0
广州,30,0,TaoBao,2,0
上海,43,0,SuNing,1,0
广州,31,0,TaoBao,14,1
广州,25,0,SuNing,24,1
深圳,24,1,TaoBao,18,1
上海,26,1,TaoBao,5,0
上海,24,1,SuNing,19,1
上海,18,1,TaoBao,13,1
上海,36,0,TaoBao,5,0
上海,21,0,TaoBao,2,0
上海,31,0,JingDong,5,0
上海,23,1,JingDong,16,1
广州,25,0,SuNing,5,0
上海,29,0,SuNing,18,1
上海,18,0,JingDong,14,1
深圳,48,1,SuNing,3,0
深圳,28,0,SuNing,2,0
上海,24,1,TaoBao,15,1
广州,25,0,TaoBao,3,0
上海,26,1,JingDong,3,0
深圳,32,0,TaoBao,3,0
上海,36,1,TaoBao,18,1
广州,33,1,SuNing,4,0
上海,24,1,SuNing,12,1
上海,28,0,TaoBao,12,1
广州,25,1,TaoBao,16,1
上海,26,0,TaoBao,15,1
广州,20,1,JingDong,19,1
上海,23,0,TaoBao,14,1
广州,26,1,TaoBao,17,1
上海,26,0,TaoBao,12,0
广州,55,0,SuNing,7,0
深圳,23,0,TaoBao,2,0
上海,20,1,SuNing,13,1
上海,32,0,TaoBao,5,0
上海,32,1,SuNing,3,0
上海,23,0,JingDong,14,1
广州,21,1,JingDong,21,1
北京,37,1,JingDong,12,1
上海,17,1,TaoBao,6,1
深圳,30,0,JingDong,8,0
广州,23,0,TaoBao,1,0
上海,29,0,TaoBao,4,0
上海,40,0,TaoBao,21,1
上海,20,1,SuNing,18,1
上海,18,0,TaoBao,12,1
广州,22,0,TaoBao,1,0
北京,42,0,TaoBao,7,0
深圳,33,1,TaoBao,6,0
上海,33,1,JingDong,15,1
上海,27,0,TaoBao,9,1
深圳,29,0,TaoBao,3,0
广州,28,1,JingDong,11,1
广州,36,1,TaoBao,1,0
广州,22,1,JingDong,20,1
广州,17,1,TaoBao,21,1
上海,34,1,TaoBao,15,1
上海,21,0,JingDong,3,0
上海,26,0,TaoBao,2,0
上海,19,0,TaoBao,12,1
北京,26,1,SuNing,15,1
上海,21,1,SuNing,22,1
上海,28,1,TaoBao,11,1
上海,37,1,SuNing,2,0
深圳,29,1,JingDong,5,0
上海,31,0,JingDong,11,0
广州,17,1,TaoBao,20,1
上海,32,1,TaoBao,10,1
广州,31,0,JingDong,4,0
上海,28,1,JingDong,18,1
上海,23,1,JingDong,17,1
上海,38,1,TaoBao,2,0
上海,30,1,JingDong,7,0
上海,37,0,TaoBao,4,0
北京,50,0,TaoBao,4,0
北京,21,1,TaoBao,6,0
上海,18,0,SuNing,16,1
上海,31,0,JingDong,5,0
上海,24,0,JingDong,6,0
上海,36,0,TaoBao,5,0
上海,20,1,TaoBao,24,1
广州,38,1,TaoBao,11,0
深圳,31,0,TaoBao,5,0
上海,26,1,TaoBao,18,1
上海,33,0,TaoBao,6,0
上海,40,1,SuNing,1,0
上海,24,0,SuNing,22,1
广州,34,0,TaoBao,18,1
上海,33,0,SuNing,4,0
上海,27,1,JingDong,10,1
上海,34,1,SuNing,11,1
北京,28,1,TaoBao,10,1
上海,21,0,SuNing,14,1
深圳,30,0,TaoBao,1,0
深圳,26,0,JingDong,1,0
上海,33,1,JingDong,18,1
广州,38,0,JingDong,8,0
深圳,24,0,SuNing,4,0
上海,24,1,TaoBao,2,0
上海,23,1,JingDong,4,0
上海,17,1,TaoBao,5,0
广州,20,1,TaoBao,9,1
北京,22,1,SuNing,14,1
上海,28,0,TaoBao,4,0
深圳,23,0,SuNing,3,0
上海,24,0,TaoBao,19,1
上海,25,0,SuNing,13,1
上海,23,0,SuNing,13,0
上海,30,1,TaoBao,12,1
北京,22,0,TaoBao,3,0
广州,29,1,TaoBao,8,1
上海,35,1,TaoBao,12,1
上海,30,1,JingDong,16,1
深圳,42,0,TaoBao,11,0
上海,18,1,TaoBao,18,1
广州,34,0,SuNing,6,0
深圳,25,0,TaoBao,5,0
上海,19,0,TaoBao,13,1
上海,25,0,TaoBao,18,1
上海,48,1,TaoBao,1,0
广州,17,0,TaoBao,10,1
上海,28,1,JingDong,4,0
上海,26,1,SuNing,5,1
上海,35,0,JingDong,5,0
深圳,25,0,TaoBao,7,0
上海,22,1,TaoBao,13,1
上海,45,1,TaoBao,4,1
深圳,42,0,TaoBao,5,0
上海,26,1,TaoBao,14,1
上海,18,1,JingDong,20,1
上海,17,0,SuNing,15,1
深圳,28,0,TaoBao,3,0
上海,29,0,TaoBao,21,1
上海,18,0,TaoBao,7,0
广州,21,0,JingDong,2,0
上海,23,0,TaoBao,18,1
北京,33,0,JingDong,5,0
上海,53,0,TaoBao,4,0
上海,26,1,SuNing,18,1
深圳,53,0,TaoBao,5,0
上海,31,0,TaoBao,3,0
上海,30,0,JingDong,7,0
深圳,20,1,SuNing,1,0
上海,21,0,SuNing,4,0
深圳,40,0,TaoBao,2,0
上海,24,1,SuNing,11,1
上海,21,1,TaoBao,11,1
上海,27,1,JingDong,20,1
上海,38,0,SuNing,15,0
上海,19,1,JingDong,14,1
上海,21,0,TaoBao,15,1
上海,29,1,TaoBao,16,1
上海,31,1,JingDong,17,1
上海,26,0,JingDong,5,0
上海,28,1,TaoBao,14,1
北京,18,0,JingDong,2,0
上海,37,1,TaoBao,21,1
上海,42,0,TaoBao,1,0
广州,33,0,TaoBao,1,0
广州,36,1,TaoBao,19,1
上海,32,0,TaoBao,17,1
上海,39,0,TaoBao,3,0
深圳,22,0,SuNing,2,0
上海,40,0,TaoBao,4,0
广州,18,0,JingDong,7,0
上海,28,1,JingDong,14,0
上海,40,0,TaoBao,1,0
广州,29,1,TaoBao,12,1
广州,25,1,SuNing,18,1
上海,21,0,JingDong,16,1
上海,32,1,TaoBao,15,1
上海,27,1,TaoBao,15,1
深圳,27,0,SuNing,3,0
上海,18,1,SuNing,21,1
上海,35,1,TaoBao,14,1
广州,20,1,JingDong,18,1
上海,28,0,TaoBao,3,0
深圳,41,0,JingDong,5,0
上海,28,1,TaoBao,16,1
北京,35,1,JingDong,15,1
上海,33,1,JingDong,16,1
上海,22,1,JingDong,12,1
上海,19,0,JingDong,9,1
上海,29,1,SuNing,10,0
上海,38,1,TaoBao,8,0
上海,26,1,JingDong,8,1
广州,19,0,TaoBao,5,0
上海,20,0,JingDong,4,0
上海,18,1,TaoBao,18,1
上海,39,0,TaoBao,3,0
上海,43,1,SuNing,16,1
深圳,31,1,JingDong,12,1
上海,20,1,TaoBao,13,1
上海,22,0,SuNing,1,0
上海,29,0,TaoBao,11,1
上海,31,1,SuNing,16,1
上海,25,1,TaoBao,13,1
广州,21,0,TaoBao,14,0
广州,27,0,JingDong,10,1
上海,40,0,TaoBao,19,1
上海,22,1,TaoBao,17,1
上海,29,0,TaoBao,15,1
上海,22,0,SuNing,6,0
上海,33,0,SuNing,2,0
广州,22,0,SuNing,9,1
广州,25,0,JingDong,4,0
广州,25,0,JingDong,17,1
广州,23,1,SuNing,11,1
上海,20,0,TaoBao,12,0
深圳,33,0,TaoBao,9,0
上海,28,0,SuNing,2,0
广州,44,0,TaoBao,16,1
深圳,17,0,JingDong,4,0
上海,32,1,JingDong,20,1
上海,19,0,JingDong,4,0
广州,28,0,JingDong,9,1
上海,36,0,TaoBao,4,0
上海,27,1,TaoBao,16,1
广州,29,1,JingDong,21,1
上海,32,0,TaoBao,23,1
广州,33,1,JingDong,8,1
上海,34,1,TaoBao,14,1
上海,39,1,JingDong,12,1
上海,33,0,JingDong,4,0
深圳,34,1,TaoBao,1,0
北京,34,0,SuNing,2,0
上海,42,1,JingDong,5,1
广州,21,1,TaoBao,16,1
上海,28,0,SuNing,6,0
上海,26,0,TaoBao,8,1
上海,22,1,TaoBao,6,0
上海,26,1,TaoBao,13,1
北京,20,0,TaoBao,14,1
上海,36,0,TaoBao,2,0
广州,24,1,TaoBao,13,1
广州,22,0,TaoBao,17,1
上海,23,0,SuNing,2,0
广州,22,0,SuNing,21,1
上海,20,0,JingDong,5,0
北京,32,0,TaoBao,6,0
上海,21,1,TaoBao,16,1
上海,34,1,TaoBao,2,0
广州,31,0,TaoBao,4,0
上海,37,0,TaoBao,4,0
上海,39,1,TaoBao,2,0
广州,25,1,TaoBao,14,1
上海,22,1,JingDong,2,0
上海,33,0,SuNing,3,0
广州,17,1,TaoBao,17,1
上海,31,0,TaoBao,8,1
上海,28,1,TaoBao,16,1
上海,22,0,TaoBao,21,1
上海,26,0,SuNing,6,0
深圳,41,0,TaoBao,15,0
深圳,30,0,TaoBao,5,0
上海,25,0,JingDong,1,0
上海,41,1,TaoBao,10,1
上海,22,1,TaoBao,15,1
上海,43,0,TaoBao,1,0
上海,27,0,SuNing,12,1
上海,24,1,JingDong,23,1
深圳,24,0,TaoBao,2,0
上海,33,0,TaoBao,10,1
广州,18,0,SuNing,1,0
上海,42,0,SuNing,7,0
广州,36,0,TaoBao,4,0
上海,24,1,SuNing,15,1
广州,32,0,JingDong,9,1
上海,32,1,SuNing,11,1
广州,31,1,TaoBao,4,0
上海,38,1,TaoBao,12,1
上海,18,1,TaoBao,9,1
上海,29,1,SuNing,14,1
上海,32,0,TaoBao,1,0
深圳,21,0,JingDong,5,0
上海,43,0,TaoBao,3,0
广州,29,1,TaoBao,23,1
广州,31,0,TaoBao,10,0
北京,24,0,JingDong,7,0
上海,34,1,TaoBao,3,0
上海,33,0,TaoBao,7,0
上海,23,1,TaoBao,11,1
上海,24,0,JingDong,3,0
上海,18,0,SuNing,5,0
广州,37,1,JingDong,15,1
深圳,29,0,TaoBao,5,0
北京,25,0,JingDong,3,0
广州,20,1,TaoBao,2,0
上海,29,0,JingDong,3,0
上海,28,1,SuNing,17,1
北京,18,0,JingDong,5,1
上海,41,0,JingDong,4,0
广州,33,0,JingDong,15,1
上海,41,0,JingDong,1,0
上海,18,0,TaoBao,14,1
广州,28,1,TaoBao,13,1
北京,20,1,JingDong,11,1
广州,28,1,SuNing,10,1
上海,27,0,TaoBao,7,0
深圳,25,0,SuNing,4,0
上海,36,1,TaoBao,8,0
上海,26,1,TaoBao,16,1
上海,27,1,SuNing,11,1
上海,49,0,JingDong,2,0
上海,40,1,JingDong,5,0
上海,22,1,TaoBao,1,0
上海,47,0,JingDong,1,0
上海,17,1,JingDong,13,1
广州,28,0,SuNing,13,1
上海,21,1,TaoBao,10,1
上海,21,0,JingDong,1,0
上海,19,0,TaoBao,16,1
广州,36,0,TaoBao,11,1
上海,58,0,SuNing,9,0
上海,32,0,SuNing,6,0
上海,27,0,TaoBao,1,0
上海,24,0,TaoBao,7,0
上海,27,0,SuNing,1,0
